city,country,main_temp,main_pressure,main_humidity,weather_description,datetime
New York,US,5.31,1017,56,clear sky,2025-03-26T11:48:12
Berlin,DE,9.19,1019,79,overcast clouds,2025-03-26T11:48:12
Tokyo,JP,18.56,1010,43,clear sky,2025-03-26T11:48:12
Paris,FR,12.08,1023,87,mist,2025-03-26T11:49:13
London,GB,14.55,1025,67,scattered clouds,2025-03-26T11:49:13
New York,US,5.31,1017,56,clear sky,2025-03-26T11:49:13
Berlin,DE,9.19,1019,79,overcast clouds,2025-03-26T11:49:13
Tokyo,JP,18.56,1010,43,clear sky,2025-03-26T11:49:13
Paris,FR,12.08,1023,87,mist,2025-03-26T11:50:13
London,GB,14.55,1025,67,scattered clouds,2025-03-26T11:50:13
New York,US,5.34,1017,55,clear sky,2025-03-26T11:50:13
Berlin,DE,9.19,1019,79,overcast clouds,2025-03-26T11:50:13
Tokyo,JP,17.88,1010,39,clear sky,2025-03-26T11:50:13
Paris,FR,12.08,1023,87,mist,2025-03-26T11:51:14
London,GB,14.55,1025,67,scattered clouds,2025-03-26T11:51:14
New York,US,5.34,1017,55,clear sky,2025-03-26T11:51:14
Berlin,DE,9.45,1019,79,overcast clouds,2025-03-26T11:51:14
Tokyo,JP,17.88,1010,39,clear sky,2025-03-26T11:51:14
Paris,FR,12.08,1023,87,mist,2025-03-26T11:52:13
London,GB,14.55,1025,67,scattered clouds,2025-03-26T11:52:13
New York,US,5.34,1017,55,clear sky,2025-03-26T11:52:13
Berlin,DE,9.45,1019,79,overcast clouds,2025-03-26T11:52:13
Tokyo,JP,17.88,1010,39,clear sky,2025-03-26T11:52:13
Paris,FR,12.08,1023,87,mist,2025-03-26T11:53:14
London,GB,14.55,1025,67,scattered clouds,2025-03-26T11:53:14
New York,US,5.34,1017,55,clear sky,2025-03-26T11:53:14
Berlin,DE,9.45,1019,79,overcast clouds,2025-03-26T11:53:14
Tokyo,JP,17.88,1010,39,clear sky,2025-03-26T11:53:14
Paris,FR,12.08,1023,87,mist,2025-03-26T11:54:18
London,GB,14.55,1025,67,scattered clouds,2025-03-26T11:54:18
New York,US,5.34,1017,55,clear sky,2025-03-26T11:54:18
Berlin,DE,9.45,1019,79,overcast clouds,2025-03-26T11:54:18
Tokyo,JP,17.88,1010,39,clear sky,2025-03-26T11:54:18
Paris,FR,15.16,1022,57,scattered clouds,2025-03-26T16:24:58
London,GB,17.39,1023,51,clear sky,2025-03-26T16:24:58
New York,US,9.25,1015,44,overcast clouds,2025-03-26T16:24:58
Berlin,DE,11.35,1018,69,overcast clouds,2025-03-26T16:24:58
Tokyo,JP,14.38,1012,63,clear sky,2025-03-26T16:24:58
Paris,FR,15.16,1022,57,scattered clouds,2025-03-26T16:25:35
London,GB,17.39,1023,51,clear sky,2025-03-26T16:25:35
New York,US,9.25,1015,44,overcast clouds,2025-03-26T16:25:35
Berlin,DE,11.35,1018,69,overcast clouds,2025-03-26T16:25:35
Tokyo,JP,14.38,1012,63,clear sky,2025-03-26T16:25:35
Paris,FR,14.06,1022,59,few clouds,2025-03-26T17:34:43
London,GB,16.87,1023,53,clear sky,2025-03-26T17:34:43
New York,US,9.91,1015,44,broken clouds,2025-03-26T17:34:43
Berlin,DE,10.84,1019,73,overcast clouds,2025-03-26T17:34:43
Tokyo,JP,14.22,1012,65,scattered clouds,2025-03-26T17:34:43
Paris,FR,14.06,1022,59,few clouds,2025-03-26T17:35:06
London,GB,16.87,1023,53,clear sky,2025-03-26T17:35:06
New York,US,9.91,1015,44,broken clouds,2025-03-26T17:35:06
Berlin,DE,10.84,1019,73,overcast clouds,2025-03-26T17:35:06
Tokyo,JP,14.22,1012,65,scattered clouds,2025-03-26T17:35:06
Paris,FR,14.06,1022,59,few clouds,2025-03-26T17:35:30
London,GB,16.87,1023,53,clear sky,2025-03-26T17:35:30
New York,US,9.91,1015,44,broken clouds,2025-03-26T17:35:30
Berlin,DE,10.84,1019,73,overcast clouds,2025-03-26T17:35:30
Tokyo,JP,14.21,1012,65,scattered clouds,2025-03-26T17:35:30
Paris,FR,14.06,1022,59,few clouds,2025-03-26T17:36:13
London,GB,16.87,1023,53,clear sky,2025-03-26T17:36:13
New York,US,9.91,1015,44,broken clouds,2025-03-26T17:36:13
Berlin,DE,10.84,1019,73,overcast clouds,2025-03-26T17:36:13
Tokyo,JP,14.21,1012,65,scattered clouds,2025-03-26T17:36:13
Paris,FR,14.3,1022,59,few clouds,2025-03-26T17:37:45
London,GB,16.2,1023,55,clear sky,2025-03-26T17:37:45
New York,US,9.79,1015,44,broken clouds,2025-03-26T17:37:45
Berlin,DE,10.84,1019,73,overcast clouds,2025-03-26T17:37:45
Tokyo,JP,14.22,1012,65,scattered clouds,2025-03-26T17:37:45
Paris,FR,14.3,1022,59,few clouds,2025-03-26T17:38:26
London,GB,16.2,1023,55,clear sky,2025-03-26T17:38:26
New York,US,9.79,1015,44,broken clouds,2025-03-26T17:38:26
Berlin,DE,10.84,1019,73,overcast clouds,2025-03-26T17:38:26
Tokyo,JP,14.22,1012,65,scattered clouds,2025-03-26T17:38:26
Paris,FR,14.03,1022,59,few clouds,2025-03-26T17:41:34
London,GB,16.04,1023,56,clear sky,2025-03-26T17:41:34
New York,US,9.79,1015,44,broken clouds,2025-03-26T17:41:34
Berlin,DE,10.45,1019,75,overcast clouds,2025-03-26T17:41:34
Tokyo,JP,14.21,1012,65,scattered clouds,2025-03-26T17:41:34
Paris,FR,14.03,1022,59,few clouds,2025-03-26T17:42:14
London,GB,16.04,1023,56,clear sky,2025-03-26T17:42:14
New York,US,9.79,1015,44,broken clouds,2025-03-26T17:42:14
Berlin,DE,10.45,1019,75,overcast clouds,2025-03-26T17:42:14
Tokyo,JP,14.21,1012,65,scattered clouds,2025-03-26T17:42:14
Paris,FR,14.03,1022,59,few clouds,2025-03-26T17:43:13
London,GB,16.04,1023,56,clear sky,2025-03-26T17:43:13
New York,US,9.79,1015,44,broken clouds,2025-03-26T17:43:13
Berlin,DE,10.45,1019,75,overcast clouds,2025-03-26T17:43:13
Tokyo,JP,14.21,1012,65,scattered clouds,2025-03-26T17:43:13
Paris,FR,14.03,1022,59,few clouds,2025-03-26T17:44:20
London,GB,16.04,1023,56,clear sky,2025-03-26T17:44:20
New York,US,9.69,1015,44,broken clouds,2025-03-26T17:44:20
Berlin,DE,10.45,1019,75,overcast clouds,2025-03-26T17:44:20
Tokyo,JP,14.21,1012,65,scattered clouds,2025-03-26T17:44:20
Paris,FR,14.03,1022,59,few clouds,2025-03-26T17:44:37
London,GB,16.04,1023,56,clear sky,2025-03-26T17:44:37
New York,US,9.69,1015,44,broken clouds,2025-03-26T17:44:37
Berlin,DE,10.45,1019,75,overcast clouds,2025-03-26T17:44:37
Tokyo,JP,14.21,1012,65,scattered clouds,2025-03-26T17:44:37
Paris,FR,14.03,1022,59,few clouds,2025-03-26T17:45:31
London,GB,16.04,1023,56,clear sky,2025-03-26T17:45:31
New York,US,9.69,1015,44,broken clouds,2025-03-26T17:45:31
Berlin,DE,10.45,1019,75,overcast clouds,2025-03-26T17:45:31
Tokyo,JP,14.21,1012,65,scattered clouds,2025-03-26T17:45:31
Paris,FR,14.03,1022,59,few clouds,2025-03-26T17:45:48
London,GB,16.04,1023,56,clear sky,2025-03-26T17:45:48
New York,US,9.69,1015,44,broken clouds,2025-03-26T17:45:48
Berlin,DE,10.45,1019,75,overcast clouds,2025-03-26T17:45:48
Tokyo,JP,14.21,1012,65,scattered clouds,2025-03-26T17:45:48
Paris,FR,14.03,1022,59,few clouds,2025-03-26T17:46:34
London,GB,16.04,1023,56,clear sky,2025-03-26T17:46:34
New York,US,9.69,1015,44,broken clouds,2025-03-26T17:46:34
Berlin,DE,10.45,1019,75,overcast clouds,2025-03-26T17:46:34
Tokyo,JP,14.21,1012,65,scattered clouds,2025-03-26T17:46:34
Paris,FR,14.03,1022,59,few clouds,2025-03-26T17:47:13
London,GB,16.04,1023,56,clear sky,2025-03-26T17:47:13
New York,US,9.69,1015,44,broken clouds,2025-03-26T17:47:13
Berlin,DE,10.45,1019,75,overcast clouds,2025-03-26T17:47:13
Tokyo,JP,14.21,1012,65,scattered clouds,2025-03-26T17:47:13
Paris,FR,14.03,1022,59,few clouds,2025-03-26T17:48:13
London,GB,16.04,1023,56,clear sky,2025-03-26T17:48:13
New York,US,9.69,1015,44,broken clouds,2025-03-26T17:48:13
Berlin,DE,10.45,1019,75,overcast clouds,2025-03-26T17:48:13
Tokyo,JP,14.21,1012,65,scattered clouds,2025-03-26T17:48:13
Paris,FR,14.01,1023,60,clear sky,2025-03-26T17:49:13
London,GB,15.81,1023,58,clear sky,2025-03-26T17:49:13
New York,US,9.69,1015,45,broken clouds,2025-03-26T17:49:13
Berlin,DE,10.47,1020,74,overcast clouds,2025-03-26T17:49:13
Tokyo,JP,14.07,1012,63,broken clouds,2025-03-26T17:49:13
Paris,FR,14.01,1023,60,clear sky,2025-03-26T17:50:14
London,GB,15.84,1024,58,few clouds,2025-03-26T17:50:14
New York,US,9.71,1015,45,broken clouds,2025-03-26T17:50:14
Berlin,DE,10.46,1019,74,overcast clouds,2025-03-26T17:50:14
Tokyo,JP,14.07,1012,64,broken clouds,2025-03-26T17:50:14
Paris,FR,14.01,1023,60,clear sky,2025-03-26T17:51:13
London,GB,15.84,1024,58,few clouds,2025-03-26T17:51:13
New York,US,9.71,1015,45,broken clouds,2025-03-26T17:51:13
Berlin,DE,10.46,1019,74,overcast clouds,2025-03-26T17:51:13
Tokyo,JP,14.07,1012,64,broken clouds,2025-03-26T17:51:13
Paris,FR,14.01,1023,60,clear sky,2025-03-26T17:52:14
London,GB,15.84,1024,58,few clouds,2025-03-26T17:52:14
New York,US,9.38,1015,47,few clouds,2025-03-26T17:52:14
Berlin,DE,10.46,1019,74,overcast clouds,2025-03-26T17:52:14
Tokyo,JP,14.07,1012,64,broken clouds,2025-03-26T17:52:14
Paris,FR,14.01,1023,60,clear sky,2025-03-26T17:53:14
London,GB,15.84,1024,58,few clouds,2025-03-26T17:53:14
New York,US,9.38,1015,47,few clouds,2025-03-26T17:53:14
Berlin,DE,10.46,1019,74,overcast clouds,2025-03-26T17:53:14
Tokyo,JP,14.07,1012,64,broken clouds,2025-03-26T17:53:14
Paris,FR,14.01,1023,60,clear sky,2025-03-26T17:54:13
London,GB,15.84,1024,58,few clouds,2025-03-26T17:54:13
New York,US,9.38,1015,47,few clouds,2025-03-26T17:54:13
Berlin,DE,10.46,1019,74,overcast clouds,2025-03-26T17:54:13
Tokyo,JP,14.07,1012,64,broken clouds,2025-03-26T17:54:13
Paris,FR,14.01,1023,60,clear sky,2025-03-26T17:55:13
London,GB,15.84,1024,58,few clouds,2025-03-26T17:55:13
New York,US,9.38,1015,47,few clouds,2025-03-26T17:55:13
Berlin,DE,10.46,1019,74,overcast clouds,2025-03-26T17:55:13
Tokyo,JP,14.07,1012,64,broken clouds,2025-03-26T17:55:13
Paris,FR,14.01,1023,60,clear sky,2025-03-26T17:56:14
London,GB,15.81,1023,58,clear sky,2025-03-26T17:56:14
New York,US,9.69,1015,45,broken clouds,2025-03-26T17:56:14
Berlin,DE,10.47,1020,74,overcast clouds,2025-03-26T17:56:14
Tokyo,JP,14.07,1012,63,broken clouds,2025-03-26T17:56:14
Paris,FR,14.01,1023,60,clear sky,2025-03-26T17:57:13
London,GB,15.84,1024,58,few clouds,2025-03-26T17:57:13
New York,US,9.71,1015,45,broken clouds,2025-03-26T17:57:13
Berlin,DE,10.46,1019,74,overcast clouds,2025-03-26T17:57:13
Tokyo,JP,14.07,1012,64,broken clouds,2025-03-26T17:57:13
Paris,FR,14.01,1023,60,clear sky,2025-03-26T17:58:13
London,GB,15.84,1024,58,few clouds,2025-03-26T17:58:13
New York,US,9.71,1015,45,broken clouds,2025-03-26T17:58:13
Berlin,DE,10.46,1019,74,overcast clouds,2025-03-26T17:58:13
Tokyo,JP,14.07,1012,64,broken clouds,2025-03-26T17:58:13
Paris,FR,13.97,1023,60,clear sky,2025-03-26T17:59:14
London,GB,16.27,1024,55,few clouds,2025-03-26T17:59:14
New York,US,9.14,1015,52,broken clouds,2025-03-26T17:59:14
Berlin,DE,10.4,1020,75,overcast clouds,2025-03-26T17:59:14
Tokyo,JP,14.08,1012,64,broken clouds,2025-03-26T17:59:14
Paris,FR,13.97,1023,60,clear sky,2025-03-26T18:00:15
London,GB,16.27,1024,55,few clouds,2025-03-26T18:00:15
New York,US,9.14,1015,52,broken clouds,2025-03-26T18:00:15
Berlin,DE,10.4,1020,75,overcast clouds,2025-03-26T18:00:15
Tokyo,JP,14.08,1012,64,broken clouds,2025-03-26T18:00:15
Paris,FR,13.92,1023,60,clear sky,2025-03-26T18:01:14
London,GB,15.61,1024,59,few clouds,2025-03-26T18:01:14
New York,US,9.14,1015,52,broken clouds,2025-03-26T18:01:14
Berlin,DE,10.33,1020,75,overcast clouds,2025-03-26T18:01:14
Tokyo,JP,14.08,1012,64,broken clouds,2025-03-26T18:01:14
Paris,FR,13.92,1023,60,clear sky,2025-03-26T18:02:14
London,GB,15.61,1024,59,few clouds,2025-03-26T18:02:14
New York,US,9.14,1015,52,broken clouds,2025-03-26T18:02:14
Berlin,DE,10.33,1020,75,overcast clouds,2025-03-26T18:02:14
Tokyo,JP,14.08,1012,64,broken clouds,2025-03-26T18:02:14
Paris,FR,13.92,1023,60,clear sky,2025-03-26T18:03:13
London,GB,15.61,1024,59,few clouds,2025-03-26T18:03:13
New York,US,9.14,1015,52,broken clouds,2025-03-26T18:03:13
Berlin,DE,10.33,1020,75,overcast clouds,2025-03-26T18:03:13
Tokyo,JP,14.08,1012,64,broken clouds,2025-03-26T18:03:13
Paris,FR,13.92,1023,60,clear sky,2025-03-26T18:04:14
London,GB,15.61,1024,59,few clouds,2025-03-26T18:04:14
New York,US,9.14,1015,52,broken clouds,2025-03-26T18:04:14
Berlin,DE,10.33,1020,75,overcast clouds,2025-03-26T18:04:14
Tokyo,JP,14.08,1012,64,broken clouds,2025-03-26T18:04:14
Paris,FR,13.92,1023,60,clear sky,2025-03-26T18:05:14
London,GB,15.61,1024,59,few clouds,2025-03-26T18:05:14
New York,US,9.14,1015,52,broken clouds,2025-03-26T18:05:14
Berlin,DE,10.33,1020,75,overcast clouds,2025-03-26T18:05:14
Tokyo,JP,14.08,1012,64,broken clouds,2025-03-26T18:05:14
